"ДАТА","ТИП","СО СЧЁТА","НА СЧЁТ / НА КАТЕГОРИЮ","СУММА","ВАЛЮТА","СУММА 2","ВАЛЮТА 2","МЕТКИ","ЗАМЕТКИ"
"13.03.21","Расход","Наличные Айкумiс ","Подарки","3900","KZT","3900","KZT","","Азату"
"13.03.21","Перевод","Halyk Айкумiс ","Наличные Айкумiс ","30000","KZT","30000","KZT","",""
"13.03.21","Расход","Kaspi Айкумiс ","Уход за собой","1500","KZT","1500","KZT","","Стрижка "
"12.03.21","Расход","Kaspi Айкумiс ","Продукты","250","KZT","250","KZT","","Обед"
"12.03.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"12.03.21","Расход","Наличные Медет ","Продукты","470","KZT","470","KZT","","Обед "
"12.03.21","Перевод","Наличные Медет ","Сбережения на машину","1000","KZT","1000","KZT","",""
"12.03.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","1000","KZT","1000","KZT","",""
"11.03.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","100","KZT","100","KZT","","Вода"
"11.03.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"10.03.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"10.03.21","Расход","Halyk Айкумiс ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка"
"09.03.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"09.03.21","Перевод","Halyk Медет","Наличные Медет ","1000","KZT","1000","KZT","",""
"09.03.21","Перевод","Наличные Медет ","Сбережения на машину","5000","KZT","5000","KZT","",""
"09.03.21","Расход","Наличные Айкумiс ","Разное (Покупки)","4140","KZT","4140","KZT","","За айфон"
"09.03.21","Перевод","Halyk Айкумiс ","Наличные Медет ","5000","KZT","5000","KZT","",""
"09.03.21","Расход","Kaspi Айкумiс ","Продукты","400","KZT","400","KZT","","Обед"
"09.03.21","Расход","Kaspi Медет ","Подарки","2000","KZT","2000","KZT","","Др Тлек "
"09.03.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","1500","KZT","1500","KZT","",""
"08.03.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка "
"08.03.21","Расход","Halyk Айкумiс ","Продукты","1007","KZT","1007","KZT","","Солнечный"
"08.03.21","Доход","Kaspi Айкумiс ","Подарки","1000","KZT","1000","KZT","","От Мади"
"08.03.21","Расход","Kaspi Айкумiс ","Кафе","2740","KZT","2740","KZT","","Изуми"
"08.03.21","Расход","Kaspi Айкумiс ","Баланс телефона (Платежи)","790","KZT","790","KZT","",""
"08.03.21","Расход","Kaspi Медет ","Продукты","280","KZT","280","KZT","","Энергетик "
"07.03.21","Расход","Наличные Медет ","Досуг","2580","KZT","2580","KZT","","Пиво"
"07.03.21","Доход","Kaspi Медет ","Такси","1000","KZT","1000","KZT","",""
"07.03.21","Расход","Halyk Медет","Продукты","372","KZT","372","KZT","","Корм коту"
"06.03.21","Расход","Наличные Медет ","Продукты","300","KZT","300","KZT","","Сок"
"06.03.21","Доход","Наличные Медет ","Такси","8000","KZT","8000","KZT","",""
"06.03.21","Расход","Наличные Медет ","Транспорт","2325","KZT","2325","KZT","",""
"06.03.21","Расход","Halyk Айкумiс ","Подарки","2808","KZT","2808","KZT","","Лауре Жуке"
"06.03.21","Перевод","Наличные Айкумiс ","Kaspi Айкумiс ","6000","KZT","6000","KZT","",""
"06.03.21","Перевод","Halyk Айкумiс ","Наличные Айкумiс ","10000","KZT","10000","KZT","",""
"06.03.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","1000","KZT","1000","KZT","",""
"06.03.21","Расход","Наличные Айкумiс ","Подарки","450","KZT","450","KZT","","Кружка"
"06.03.21","Расход","Halyk Медет","Продукты","110","KZT","110","KZT","","Хлеб "
"06.03.21","Расход","Halyk Медет","Досуг","850","KZT","850","KZT","","Табак"
"06.03.21","Расход","Наличные Айкумiс ","Подарки","4300","KZT","4300","KZT","","Подарок маме"
"05.03.21","Расход","Kaspi Медет ","Продукты","500","KZT","500","KZT","","Вода"
"05.03.21","Доход","Наличные Айкумiс ","Зарплата Айкумiс","5000","KZT","5000","KZT","","Премия"
"05.03.21","Доход","Halyk Айкумiс ","Пособие ","54832","KZT","54832","KZT","",""
"05.03.21","Расход","Kaspi Айкумiс ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка "
"04.03.21","Расход","Kaspi Айкумiс ","Подарки","1200","KZT","1200","KZT","","На 8 марта"
"04.03.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"04.03.21","Расход","Kaspi Айкумiс ","Продукты","270","KZT","270","KZT","","Хот дог "
"04.03.21","Расход","Kaspi Медет ","Продукты","315","KZT","315","KZT","","Молоко"
"04.03.21","Расход","Kaspi Медет ","Продукты","745","KZT","745","KZT","","К чаю"
"04.03.21","Перевод","Halyk Медет","Kaspi Медет ","1000","KZT","1000","KZT","",""
"04.03.21","Расход","Kaspi Медет ","Продукты","158","KZT","158","KZT","","Завтрак"
"03.03.21","Расход","Kaspi Айкумiс ","Досуг","211","KZT","211","KZT","","Крутики"
"03.03.21","Расход","Kaspi Айкумiс ","Кафе","900","KZT","900","KZT","","Ужин"
"03.03.21","Расход","Kaspi Айкумiс ","Подарки","500","KZT","500","KZT","","Садақа "
"03.03.21","Расход","Kaspi Айкумiс ","Продукты","190","KZT","190","KZT","","Фанта"
"03.03.21","Расход","Halyk Медет","Общие (Платежи)","3646.25","KZT","3646.25","KZT","","За права"
"03.03.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка "
"02.03.21","Расход","Kaspi Айкумiс ","Уход за собой","1000","KZT","1000","KZT","","Косметика"
"02.03.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"02.03.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","100","KZT","100","KZT","","Хлеб"
"02.03.21","Расход","Kaspi Медет ","Продукты","70","KZT","70","KZT","","Кофе"
"02.03.21","Расход","Kaspi Медет ","Продукты","195","KZT","195","KZT","","Хлеб",""
"02.03.21","Перевод","Kaspi Медет ","Наличные Медет ","15","KZT","15","KZT","","Сдача "
"02.03.21","Расход","Kaspi Медет ","Подарки","3000","KZT","3000","KZT","","На 8 марта"
"02.03.21","Расход","Kaspi Айкумiс ","Благотворительность (Подарки)","1000","KZT","1000","KZT","","Благотворительность "
"01.03.21","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","77040","KZT","77040","KZT","",""
"01.03.21","Доход","Halyk Медет","Зарплата Медет","165818","KZT","165818","KZT","",""
"01.03.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"01.03.21","Расход","Kaspi Медет ","Продукты","190","KZT","190","KZT","","Сок"
"28.02.21","Перевод","Наличные Медет ","Kaspi Медет ","200","KZT","200","KZT","",""
"28.02.21","Расход","Kaspi Айкумiс ","Продукты","140","KZT","140","KZT","",""
"28.02.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"28.02.21","Расход","Kaspi Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"28.02.21","Расход","Наличные Медет ","Продукты","60","KZT","60","KZT","","Жандосу добавил"
"28.02.21","Расход","Kaspi Айкумiс ","Кафе","2893","KZT","2893","KZT","",""
"28.02.21","Расход","Halyk Медет","Общие (Платежи)","50","KZT","50","KZT","","Обслуживание "
"28.02.21","Расход","Kaspi Медет ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"28.02.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"27.02.21","Перевод","Наличные Медет ","Сбербанк","70000","KZT","70000","KZT","",""
"27.02.21","Расход","Kaspi Медет ","Кафе","3000","KZT","3000","KZT","","Хукаура "
"27.02.21","Расход","Kaspi Айкумiс ","Кафе","1900","KZT","1900","KZT","","Пицца"
"27.02.21","Расход","Kaspi Айкумiс ","Уход за собой","8443","KZT","8443","KZT","","Духи"
"27.02.21","Расход","Kaspi Медет ","Общие (Платежи)","189.5","KZT","189.5","KZT","","Комиссия"
"27.02.21","Расход","Kaspi Медет ","Для дома  (Покупки)","530","KZT","530","KZT","","Кабель"
"27.02.21","Перевод","Kaspi Медет ","Наличные Медет ","5000","KZT","5000","KZT","",""
"26.02.21","Перевод","Kaspi Медет ","Мы должны","50000","KZT","50000","KZT","","Тете"
"26.02.21","Перевод","Kaspi Медет ","Мы должны","80000","KZT","80000","KZT","","Маме"
"26.02.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","65000","KZT","65000","KZT","",""
"26.02.21","Перевод","Halyk Медет","Kaspi Медет ","80000","KZT","80000","KZT","",""
"26.02.21","Перевод","Halyk Медет","Наличные Медет ","65000","KZT","65000","KZT","",""
"26.02.21","Расход","Kaspi Айкумiс ","Продукты","110","KZT","110","KZT","","Хлеб"
"26.02.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"26.02.21","Расход","Kaspi Айкумiс ","Продукты","350","KZT","350","KZT","","Хот дог"
"26.02.21","Расход","Kaspi Айкумiс ","Продукты","1412","KZT","1412","KZT","","Солнечный"
"26.02.21","Перевод","Halyk Медет","Мажорский телик","11478.33","KZT","11478.33","KZT","",""
"26.02.21","Расход","Kaspi Айкумiс ","Продукты","410","KZT","410","KZT","","Обед"
"26.02.21","Расход","Наличные Медет ","Продукты","585","KZT","585","KZT","","Обед"
"26.02.21","Перевод","Kaspi Медет ","Наличные Медет ","1000","KZT","1000","KZT","",""
"26.02.21","Расход","Наличные Медет ","Подарки","160","KZT","160","KZT","","Адлету"
"26.02.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","1000","KZT","1000","KZT","",""
"25.02.21","Расход","Kaspi Айкумiс ","Продукты","160","KZT","160","KZT","","Вода"
"25.02.21","Расход","Kaspi Айкумiс ","Здоровье","897","KZT","897","KZT","","Мезим"
"25.02.21","Расход","Kaspi Айкумiс ","Кафе","2250","KZT","2250","KZT","",""
"25.02.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"25.02.21","Расход","Kaspi Айкумiс ","Разное (Покупки)","800","KZT","800","KZT","","Пдд"
"25.02.21","Расход","Kaspi Айкумiс ","Баланс телефона (Платежи)","1390","KZT","1390","KZT","",""
"25.02.21","Расход","Наличные Медет ","Продукты","475","KZT","475","KZT","","Обед "
"25.02.21","Перевод","Kaspi Медет ","Наличные Медет ","500","KZT","500","KZT","",""
"25.02.21","Расход","Kaspi Медет ","Продукты","375","KZT","375","KZT","","Завтрак"
"25.02.21","Расход","Наличные Медет ","Такси (Транспорт)","900","KZT","900","KZT","",""
"24.02.21","Расход","Карта проездная","Автобус (Транспорт)","80","KZT","80","KZT","",""
"24.02.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"24.02.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","",""
"23.02.21","Расход","Наличные Медет ","Кафе","200","KZT","200","KZT","","Доплата суши"
"23.02.21","Доход","Наличные Медет ","Такси","1500","KZT","1500","KZT","",""
"23.02.21","Расход","Наличные Медет ","Такси (Транспорт)","1000","KZT","1000","KZT","","2 такси для прикуривания"
"23.02.21","Расход","Kaspi Медет ","Кафе","5400","KZT","5400","KZT","","Суши"
"23.02.21","Доход","Kaspi Медет ","Подарки","6000","KZT","6000","KZT","",""
"23.02.21","Перевод","Kaspi Медет ","Наличные Медет ","3780","KZT","3780","KZT","",""
"22.02.21","Расход","Kaspi Айкумiс ","Продукты","792","KZT","792","KZT","","Продукты на салат"
"22.02.21","Расход","Kaspi Айкумiс ","Уход за собой","3000","KZT","3000","KZT","","Маникюр "
"22.02.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","500","KZT","500","KZT","",""
"22.02.21","Расход","Kaspi Айкумiс ","Подарки","3200","KZT","3200","KZT","","23 февраля "
"22.02.21","Расход","Наличные Медет ","Продукты","300","KZT","300","KZT","","Кофе"
"22.02.21","Расход","Наличные Медет ","Продукты","500","KZT","500","KZT","","К чаю на работу "
"22.02.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка"
"22.02.21","Расход","Kaspi Медет ","Баланс такси (Платежи)","249.21","KZT","249.21","KZT","",""
"22.02.21","Доход","Kaspi Медет ","Такси","500","KZT","500","KZT","",""
"21.02.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","700","KZT","700","KZT","",""
"21.02.21","Доход","Kaspi Айкумiс ","Подарки","16500","KZT","16500","KZT","","От мамы"
"21.02.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","4000","KZT","4000","KZT","","Ремонт генератор"
"21.02.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","2500","KZT","2500","KZT","",""
"21.02.21","Расход","Kaspi Медет ","Такси (Транспорт)","400","KZT","400","KZT","",""
"21.02.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","2000","KZT","2000","KZT","",""
"21.02.21","Перевод","Наличные Медет ","Kaspi Медет ","2000","KZT","2000","KZT","",""
"21.02.21","Расход","Kaspi Медет ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"20.02.21","Доход","Наличные Медет ","Подарки","2000","KZT","2000","KZT","",""
"20.02.21","Перевод","Kaspi Медет ","Наличные Медет ","2040","KZT","2040","KZT","",""
"20.02.21","Расход","Kaspi Медет ","Такси (Транспорт)","500","KZT","500","KZT","",""
"20.02.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","1440","KZT","1440","KZT","","Щетка"
"20.02.21","Перевод","Kaspi Медет ","Kaspi Айкумiс ","4000","KZT","4000","KZT","",""
"20.02.21","Перевод","Мы должны","Kaspi Медет ","10000","KZT","10000","KZT","",""
"20.02.21","Расход","Карта проездная","Автобус (Транспорт)","380","KZT","380","KZT","","15","","",""
"18.02.21","Расход","Наличные Медет ","Продукты","390","KZT","390","KZT","","Завтрак"
"18.02.21","Расход","Наличные Медет ","Продукты","190","KZT","190","KZT","","Вода"
"18.02.21","Расход","Kaspi Медет ","Необязательное (Продукты)","100","KZT","100","KZT","","Добавил к соку"
"18.02.21","Расход","Kaspi Айкумiс ","Продукты","350","KZT","350","KZT","","Обед"
"18.02.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","1500","KZT","1500","KZT","","Заправка "
"16.02.21","Расход","Kaspi Медет ","Необязательное (Продукты)","270","KZT","270","KZT","","К чаю"
"16.02.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","524.21","KZT","524.21","KZT","",""
"16.02.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","773","KZT","773","KZT","","Чай на работу "
"15.02.21","Расход","Kaspi Медет ","Необходимое (Продукты)","285","KZT","285","KZT","","Макароны "
"15.02.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","300","KZT","300","KZT","",""
"14.02.21","Доход","Наличные Медет ","Такси","1650","KZT","1650","KZT","",""
"14.02.21","Расход","Kaspi Медет ","Баланс такси (Платежи)","151.56","KZT","151.56","KZT","",""
"14.02.21","Перевод","Halyk Медет","Kaspi Медет ","127.01","KZT","127.01","KZT","",""
"14.02.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","1400","KZT","1400","KZT","","Заправка "
"14.02.21","Расход","Kaspi Медет ","Общие (Платежи)","19","KZT","19","KZT","","Комиссия за снятие"
"14.02.21","Расход","Kaspi Медет ","Досуг","4100","KZT","4100","KZT","","Суши"
"13.02.21","Расход","Halyk Айкумiс ","Подарки","4000","KZT","4000","KZT","",""
"12.02.21","Расход","Карта проездная","Автобус (Транспорт)","320","KZT","320","KZT","","9","","",""
"12.02.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","235","KZT","235","KZT","","Молоко"
"12.02.21","Расход","Kaspi Айкумiс ","Подарки","1500","KZT","1500","KZT","","Сание"
"12.02.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2450","KZT","2450","KZT","",""
"12.02.21","Расход","Kaspi Айкумiс ","Подарки","1100","KZT","1100","KZT","","Сание"
"12.02.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2640","KZT","2640","KZT","","Масло"
"12.02.21","Расход","Kaspi Медет ","Общие (Платежи)","7100","KZT","7100","KZT","","Нотариус"
"12.02.21","Расход","Kaspi Медет ","Коммунальные (Платежи)","7609.95","KZT","7609.95","KZT","",""
"11.02.21","Расход","Kaspi Медет ","Продукты","472","KZT","472","KZT","","Корм"
"11.02.21","Расход","Kaspi Айкумiс ","Уход за собой","250","KZT","250","KZT","","Прокладки "
"11.02.21","Перевод","Наличные Медет ","Кредит наличными","298610","KZT","298610","KZT","",""
"11.02.21","Перевод","Мы должны","Наличные Медет ","320000","KZT","320000","KZT","",""
"11.02.21","Расход","Наличные Медет ","Здоровье","175","KZT","175","KZT","","Ацикловир"
"11.02.21","Перевод","Halyk Медет","Наличные Медет ","1150","KZT","1150","KZT","",""
"11.02.21","Расход","Kaspi Медет ","Общие (Платежи)","161.5","KZT","161.5","KZT","","Комиссия"
"11.02.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","1550","KZT","1550","KZT","","Заправка "
"10.02.21","Перевод","Наличные Медет ","Kaspi Медет ","20000","KZT","20000","KZT","",""
"10.02.21","Расход","Kaspi Айкумiс ","Подарки","360","KZT","360","KZT","","Шоколад "
"10.02.21","Расход","Наличные Медет ","Общие (Платежи)","1703","KZT","1703","KZT","","Госпошлина"
"10.02.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","2000","KZT","2000","KZT","",""
"10.02.21","Расход","Наличные Медет ","Общие (Платежи)","49630","KZT","49630","KZT","","Нотариус "
"10.02.21","Перевод","Halyk Айкумiс ","Наличные Медет ","37000","KZT","37000","KZT","",""
"10.02.21","Перевод","Halyk Медет","Наличные Медет ","15000","KZT","15000","KZT","",""
"09.02.21","Расход","Наличные Медет ","Продукты","332","KZT","332","KZT","","Вода"
"09.02.21","Расход","Halyk Айкумiс ","Платежи","200","KZT","200","KZT","",""
"09.02.21","Перевод","Halyk Айкумiс ","Карта проездная","510","KZT","510","KZT","",""
"09.02.21","Перевод","Halyk Медет","Кредит наличными","76000","KZT","76000","KZT","",""
"09.02.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка "
"08.02.21","Расход","Halyk Айкумiс ","Одежда  (Покупки)","6305","KZT","6305","KZT","","Сумка"
"08.02.21","Расход","Kaspi Айкумiс ","Для дома  (Покупки)","3547","KZT","3547","KZT","","Посуда "
"08.02.21","Расход","Карта проездная","Автобус (Транспорт)","160","KZT","160","KZT","",""
"08.02.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2500","KZT","2500","KZT","","Мойка "
"08.02.21","Перевод","Halyk Медет","Наличные Медет ","5000","KZT","5000","KZT","",""
"08.02.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","1000","KZT","1000","KZT","",""
"07.02.21","Доход","Нам должны","Другое","500","KZT","500","KZT","",""
"07.02.21","Расход","Halyk Айкумiс ","Необходимое (Продукты)","3475","KZT","3475","KZT","",""
"07.02.21","Расход","Kaspi Айкумiс ","Уход за собой","2500","KZT","2500","KZT","","Маникюр "
"06.02.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","650","KZT","650","KZT","",""
"06.02.21","Расход","Наличные Медет ","Необходимое (Продукты)","500","KZT","500","KZT","","Молоко",""
"06.02.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","785","KZT","785","KZT","","Герметик"
"06.02.21","Расход","Kaspi Медет ","Такси (Транспорт)","300","KZT","300","KZT","",""
"06.02.21","Перевод","Halyk Медет","Kaspi Медет ","1000","KZT","1000","KZT","",""
"06.02.21","Расход","Kaspi Айкумiс ","Подарки","6000","KZT","6000","KZT","","Алинур",""
"06.02.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","3700","KZT","3700","KZT","","Прокладки "
"05.02.21","Расход","Наличные Айкумiс ","Продукты","50","KZT","50","KZT","","Вода"
"05.02.21","Расход","Kaspi Айкумiс ","Коммунальные (Платежи)","1524.08","KZT","1524.08","KZT","",""
"05.02.21","Расход","Наличные Медет ","Продукты","180","KZT","180","KZT","","Сок"
"05.02.21","Расход","Наличные Медет ","Необходимое (Продукты)","350","KZT","350","KZT","","Вода"
"05.02.21","Доход","Halyk Айкумiс ","Пособие ","54832","KZT","54832","KZT","",""
"04.02.21","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","270","KZT","270","KZT","","Обед"
"04.02.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка "
"04.02.21","Расход","Kaspi Медет ","Продукты","230","KZT","230","KZT","",""
"04.02.21","Перевод","Наличные Медет ","Мы должны","20000","KZT","20000","KZT","",""
"04.02.21","Расход","Kaspi Медет ","Продукты","1086","KZT","1086","KZT","","На работу",""
"03.02.21","Перевод","Нам должны","Kaspi Айкумiс ","5000","KZT","5000","KZT","",""
"03.02.21","Расход","Kaspi Айкумiс ","Продукты","200","KZT","200","KZT","","Обед"
"03.02.21","Расход","Карта проездная","Автобус (Транспорт)","80","KZT","80","KZT","",""
"03.02.21","Расход","Наличные Медет ","Кафе","1000","KZT","1000","KZT","","Денеры"
"03.02.21","Перевод","Halyk Медет","Наличные Медет ","22000","KZT","22000","KZT","",""
"03.02.21","Перевод","Halyk Медет","Мажорский телик","11478.33","KZT","11478.33","KZT","",""
"02.02.21","Расход","Карта проездная","Автобус (Транспорт)","80","KZT","80","KZT","",""
"02.02.21","Перевод","Halyk Медет","Кредит наличными","24000","KZT","24000","KZT","",""
"02.02.21","Расход","Kaspi Айкумiс ","Общие (Платежи)","200","KZT","200","KZT","","За перевод "
"02.02.21","Расход","Kaspi Айкумiс ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка"
"02.02.21","Перевод","Kaspi Айкумiс ","Нам должны","4500","KZT","4500","KZT","","Гулина"
"02.02.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","1400","KZT","1400","KZT","",""
"01.02.21","Доход","Kaspi Айкумiс ","Зарплата Айкумiс","70020","KZT","70020","KZT","",""
"01.02.21","Доход","Halyk Медет","Зарплата Медет","165818","KZT","165818","KZT","",""
"01.02.21","Расход","Kaspi Айкумiс ","Для дома  (Покупки)","200","KZT","200","KZT","","Скотч"
"01.02.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","700","KZT","700","KZT","",""
"01.02.21","Расход","Kaspi Айкумiс ","Такси (Транспорт)","2500","KZT","2500","KZT","","Газель"
"31.01.21","Перевод","Нам должны","Kaspi Айкумiс ","13500","KZT","13500","KZT","",""
"31.01.21","Расход","Halyk Медет","Общие (Платежи)","50","KZT","50","KZT","","Обслуживание "
"31.01.21","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","1193","KZT","1193","KZT","","В Азии "
"31.01.21","Расход","Kaspi Айкумiс ","Разное (Покупки)","2016","KZT","2016","KZT","","Книги"
"30.01.21","Расход","Kaspi Медет ","Досуг","390","KZT","390","KZT","","Чечил"
"30.01.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","3326","KZT","3326","KZT","","Продукты",""
"30.01.21","Расход","Kaspi Медет ","Покупки","7000","KZT","7000","KZT","","Оценка недвижимости "
"30.01.21","Расход","Kaspi Айкумiс ","Личный транспорт (Транспорт)","3100","KZT","3100","KZT","","Заправка "
"29.01.21","Расход","Kaspi Медет ","Разное (Покупки)","150","KZT","150","KZT","","Ксерокопия "
"29.01.21","Расход","Карта проездная","Автобус (Транспорт)","80","KZT","80","KZT","",""
"29.01.21","Расход","Kaspi Айкумiс ","Продукты","440","KZT","440","KZT","","Хлеб",""
"29.01.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","2035","KZT","2035","KZT","","Овощи"
"29.01.21","Расход","Kaspi Айкумiс ","Подарки","4380","KZT","4380","KZT","","Аиде"
"29.01.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","4300","KZT","4300","KZT","","Развал",""
"29.01.21","Расход","Kaspi Медет ","Необходимое (Продукты)","365","KZT","365","KZT","",""
"29.01.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","12000","KZT","12000","KZT","",""
"29.01.21","Перевод","Halyk Айкумiс ","Kaspi Медет ","250","KZT","250","KZT","",""
"29.01.21","Расход","Наличные Медет ","Необходимое (Продукты)","342","KZT","342","KZT","","Вода"
"29.01.21","Расход","Kaspi Айкумiс ","Платежи","1300","KZT","1300","KZT","","Лифт",""
"29.01.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","1550","KZT","1550","KZT","",""
"29.01.21","Перевод","Наличные Медет ","Kaspi Медет ","900","KZT","900","KZT","",""
"28.01.21","Перевод","Kaspi Айкумiс ","Кошелёк ","17000","KZT","17000","KZT","",""
"28.01.21","Расход","Halyk Айкумiс ","Продукты","220","KZT","220","KZT","","Майонез "
"28.01.21","Расход","Карта проездная","Автобус (Транспорт)","80","KZT","80","KZT","",""
"28.01.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","150","KZT","150","KZT","",""
"28.01.21","Перевод","Наличные Айкумiс ","Kaspi Айкумiс ","1000","KZT","1000","KZT","",""
"28.01.21","Расход","Наличные Медет ","Необходимое (Продукты)","158","KZT","158","KZT","","Завтрак"
"28.01.21","Перевод","Наличные Айкумiс ","Наличные Медет ","1000","KZT","1000","KZT","",""
"27.01.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","371","KZT","371","KZT","","Овощи"
"27.01.21","Расход","Kaspi Айкумiс ","Баланс телефона (Платежи)","1104.44","KZT","1104.44","KZT","",""
"27.01.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","105","KZT","105","KZT","","Хлеб"
"26.01.21","Расход","Kaspi Медет ","Личный транспорт (Транспорт)","870","KZT","870","KZT","","Омывайка"
"26.01.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка"
"26.01.21","Расход","Kaspi Медет ","Здоровье","342","KZT","342","KZT","",""
"25.01.21","Расход","Наличные Медет ","Здоровье","350","KZT","350","KZT","","Капли"
"25.01.21","Перевод","Halyk Медет","Мажорский телик","11477.66","KZT","11477.66","KZT","",""
"25.01.21","Расход","Kaspi Медет ","Необходимое (Продукты)","380","KZT","380","KZT","","Обед Айкумiс "
"25.01.21","Расход","Kaspi Медет ","Общие (Платежи)","200","KZT","200","KZT","","Комиссия за перевод "
"25.01.21","Перевод","Kaspi Медет ","Halyk Медет","11500","KZT","11500","KZT","",""
"25.01.21","Расход","Kaspi Айкумiс ","Продукты","105","KZT","105","KZT","","Хлеб"
"24.01.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","1550","KZT","1550","KZT","","Заправка "
"24.01.21","Доход","Наличные Медет ","Такси","1300","KZT","1300","KZT","",""
"24.01.21","Расход","Kaspi Медет ","Подарки","7000","KZT","7000","KZT","","Тимуру"
"24.01.21","Перевод","Мы должны","Kaspi Медет ","20000","KZT","20000","KZT","",""
"23.01.21","Расход","Halyk Медет","Баланс такси (Платежи)","260","KZT","260","KZT","","Индрайвер"
"23.01.21","Расход","Наличные Айкумiс ","Коммунальные (Платежи)","530","KZT","530","KZT","","Газ"
"23.01.21","Расход","Kaspi Медет ","Баланс такси (Платежи)","596","KZT","596","KZT","",""
"23.01.21","Доход","Наличные Медет ","Такси","3000","KZT","3000","KZT","",""
"23.01.21","Доход","Kaspi Медет ","Такси","1100","KZT","1100","KZT","",""
